,Ano,Genero,qtd,Idade
838,2007,0,4434566,50 a 54 anos
2338,2021,0,7512252,5 a 9 anos
13532,2060,1,706368,82 anos
12864,2054,1,710786,80 anos
3985,2035,0,397700,81 anos
7109,2003,1,1734150,3 anos
2326,2020,0,107919,86 anos
2758,2024,0,370388,77 anos
12459,2051,1,1353520,21 anos
2889,2026,0,1439203,1 ano
936,2008,0,1311079,39 anos
9966,2028,1,696396,71 anos
8895,2019,1,1509163,11 anos
8173,2012,1,844308,57 anos
2270,2020,0,1589932,40 anos
4287,2038,0,1517992,56 anos
8220,2013,1,1501991,4 anos
4333,2039,0,1280418,2 anos
6322,2056,0,429891,86 anos
11602,2043,1,1643765,47 anos
9466,2024,1,8651626,25 a 29 anos
10522,2033,1,767734,72 anos
1428,2012,0,193354,79 anos
5626,2050,0,1469076,62 anos
11894,2046,1,1323274,13 anos
9723,2026,1,1230589,54 anos
2969,2026,0,778869,68 anos
1296,2011,0,672582,61 anos
7968,2010,1,361702,71 anos
3685,2033,0,1495768,17 anos
4168,2037,0,7962995,50 a 54 anos
11504,2042,1,1523184,58 anos
3936,2035,0,1641784,41 anos
12680,2053,1,1316034,20 anos
923,2008,0,1643084,28 anos
2159,2019,0,1561803,40 anos
10675,2035,1,7487251,15 a 19 anos
706,2006,0,1396109,32 anos
6845,2000,1,468990,60 anos
4730,2042,0,1570042,55 anos
10599,2034,1,1643456,44 anos
4744,2042,0,1125979,67 anos
685,2006,0,8883766,15 a 19 anos
10549,2034,1,1339514,2 anos
12676,2053,1,1285191,17 anos
7771,2009,1,7699802,0 a 4 anos
9133,2021,1,8508378,25 a 29 anos
1359,2012,0,1728422,21 anos
12770,2054,1,1166506,3 anos
6740,2060,0,1415262,65 anos
7605,2007,1,1107752,46 anos
5639,2050,0,1036387,73 anos
8240,2013,1,1712267,20 anos
12996,2056,1,1173802,6 anos
5215,2046,0,225451,89 anos
1778,2016,0,1509051,0 ano
9779,2027,1,1509313,8 anos
12709,2053,1,7256745,45 a 49 anos
13191,2057,1,1023661,76 anos
2282,2020,0,1249438,50 anos
8086,2011,1,226208,77 anos
11496,2042,1,1587359,51 anos
4506,2040,0,1579333,54 anos
7269,2004,1,1091139,44 anos
7726,2008,1,3680521,55 a 59 anos
12805,2054,1,1441259,32 anos
9112,2021,1,1503586,7 anos
10854,2036,1,872271,71 anos
6751,2060,0,5066803,75 a 79 anos
9833,2027,1,1286569,53 anos
929,2008,0,1441207,33 anos
2401,2021,0,1085335,57 anos
117,2001,0,1797208,4 anos
6804,2000,1,1410014,26 anos
9582,2025,1,1719951,29 anos
4177,2037,0,1451559,57 anos
2586,2023,0,1748511,26 anos
12926,2055,1,1472930,40 anos
7015,2002,1,1842903,17 anos
6943,2001,1,3583864,50 a 54 anos
6624,2059,0,1519950,61 anos
12286,2049,1,1469693,62 anos
4494,2040,0,1661605,44 anos
8206,2012,1,112938,84 anos
10238,2031,1,1468731,20 anos
10201,2030,1,322377,81 anos
8380,2014,1,6167931,45 a 49 anos
9528,2024,1,408525,76 anos
3577,2032,0,7361652,20 a 24 anos
1385,2012,0,1290503,43 anos
11878,2046,1,6093885,0 a 4 anos
3700,2033,0,8126302,30 a 34 anos
9984,2028,1,173304,85 anos
2222,2020,0,1505665,0 ano
10204,2030,1,223061,84 anos
2106,2018,0,72833,88 anos
4783,2043,0,1289902,7 anos
6583,2059,0,1316547,27 anos
4900,2044,0,1336520,12 anos
8118,2012,1,1691960,11 anos
9173,2021,1,1052696,58 anos
11708,2044,1,1596861,43 anos
7266,2004,1,1193029,41 anos
6999,2002,1,1798154,4 anos
9298,2022,1,2600243,70 a 74 anos
10894,2037,1,1434698,12 anos
12402,2050,1,1380864,66 anos
8847,2018,1,735696,64 anos
1410,2012,0,595968,64 anos
9253,2022,1,1695078,32 anos
8594,2016,1,1539258,38 anos
10107,2030,1,1422772,4 anos
7344,2005,1,1733765,14 anos
2458,2022,0,1476290,12 anos
12169,2048,1,1526681,57 anos
3623,2032,0,1233504,58 anos
240,2002,0,1798133,14 anos
12470,2051,1,1456681,30 anos
1865,2016,0,366088,73 anos
13496,2060,1,1388090,53 anos
10676,2035,1,1496615,15 anos
13165,2057,1,7582612,55 a 59 anos
2935,2026,0,8283430,40 a 44 anos
4611,2041,0,1591774,49 anos
4165,2037,0,1624685,47 anos
5161,2046,0,8147699,45 a 49 anos
2099,2018,0,173064,82 anos
4322,2038,0,1081264,85 a 89 anos
1933,2017,0,1603777,37 anos
7507,2006,1,684249,57 anos
12965,2055,1,1156828,73 anos
4891,2044,0,6397457,5 a 9 anos
7111,2003,1,8856819,5 a 9 anos
2528,2022,0,596682,70 anos
7134,2003,1,1634450,24 anos
9378,2023,1,1539931,44 anos
9999,2029,1,1464763,6 anos
4201,2037,0,617513,77 anos
12025,2047,1,7312099,30 a 34 anos
68,2000,0,586847,55 anos
6364,2057,0,7008494,30 a 34 anos
500,2004,0,1055634,45 anos
4757,2042,0,661952,78 anos
11526,2042,1,753077,76 anos
2383,2021,0,1550672,42 anos
4190,2037,0,1002929,68 anos
6799,2000,1,1637608,22 anos
2190,2019,0,680363,66 anos
2262,2020,0,1705068,34 anos
8640,2016,1,293750,76 anos
12540,2051,1,307391,88 anos
9235,2022,1,1571830,17 anos
10504,2033,1,1321006,57 anos
7833,2009,1,987311,51 anos
5726,2051,0,1618784,53 anos
6102,2054,0,330121,88 anos
6450,2058,0,1181012,9 anos
7760,2008,1,-,82 anos
7271,2004,1,1055634,45 anos
6677,2060,0,1194283,13 anos
11406,2041,1,1009669,69 anos
6963,2001,1,364136,66 anos
6562,2059,0,5972801,10 a 14 anos
13199,2057,1,646006,82 anos
2723,2024,0,1406097,48 anos
8465,2015,1,1704728,23 anos
3312,2029,0,498939,76 anos
5010,2045,0,1311652,11 anos
6860,2000,1,243154,73 anos
5075,2045,0,1324818,65 anos
370,2003,0,6665994,30 a 34 anos
12181,2048,1,1303673,67 anos
719,2006,0,1181214,43 anos
13440,2060,1,1140713,6 anos
13400,2059,1,1398966,65 anos
8044,2011,1,1296261,42 anos
8832,2018,1,1205606,51 anos
5232,2047,0,1288939,11 anos
11608,2043,1,1578645,52 anos
6844,2000,1,2190643,60 a 64 anos
5227,2047,0,1249516,7 anos
10878,2037,1,112309958,Total
7988,2010,1,63209,87 anos
2603,2023,0,1664442,40 anos
10370,2032,1,1654291,38 anos
3462,2031,0,1528653,16 anos
8051,2011,1,1149532,48 anos
7714,2008,1,5505609,45 a 49 anos
7274,2004,1,941898,48 anos
4570,2041,0,7219811,15 a 19 anos
12475,2051,1,7245877,35 a 39 anos
1677,2015,0,1561349,9 anos
13105,2057,1,5867020,5 a 9 anos
8772,2018,1,1494869,1 ano
13114,2057,1,1208802,12 anos
12413,2050,1,917538,75 anos
7339,2005,1,8666659,10 a 14 anos
11903,2046,1,1411493,20 anos
2391,2021,0,1272932,49 anos
3340,2030,0,1464445,7 anos
3795,2034,0,1512845,16 anos
7228,2004,1,8663053,10 a 14 anos
3403,2030,0,5458969,60 a 64 anos
5951,2053,0,1600129,55 anos
7353,2005,1,1812531,21 anos
7284,2004,1,666179,56 anos
11079,2038,1,783716,74 anos
3166,2028,0,1574765,47 anos
5881,2052,0,278508,89 anos
11339,2041,1,1390896,13 anos
6646,2059,0,7050364,80 anos ou mais
4870,2043,0,4605670,80 anos ou mais
678,2006,0,1790603,9 anos
775,2006,0,-,89 anos
13406,2059,1,1291143,70 anos
3961,2035,0,1149059,62 anos
8544,2015,1,66985,88 anos
8284,2013,1,872744,57 anos
7791,2009,1,1721555,16 anos
5873,2052,0,585224,82 anos
12893,2055,1,1230925,13 anos
8444,2015,1,1479177,5 anos
3620,2032,0,1382601,55 anos
9057,2020,1,1157512,54 anos
2489,2022,0,1683707,38 anos
12466,2051,1,1425309,27 anos
190,2001,0,1720898,65 a 69 anos
3828,2034,0,1643456,44 anos
4967,2044,0,1139177,68 anos
11727,2044,1,1514821,59 anos
938,2008,0,1298327,40 anos
7026,2002,1,1499327,26 anos
1142,2010,0,1743529,25 anos
6526,2058,0,1223304,72 anos
7850,2009,1,486948,65 anos
1488,2013,0,1512692,36 anos
5160,2046,0,1532579,44 anos
8562,2016,1,1579397,11 anos
3916,2035,0,7403356,25 a 29 anos
6405,2057,0,1408883,64 anos
4616,2041,0,1588316,53 anos
6363,2057,0,1365953,29 anos
3197,2028,0,607337,73 anos
4323,2038,0,284656,85 anos
3687,2033,0,1492582,19 anos
10816,2036,1,8221147,40 a 44 anos
11801,2045,1,1460749,28 anos
10392,2032,1,1332956,56 anos
6609,2059,0,1378206,49 anos
6958,2001,1,450088,62 anos
8362,2014,1,8373348,30 a 34 anos
3823,2034,0,8192354,40 a 44 anos
667,2006,0,7997250,0 a 4 anos
4043,2036,0,1707142,38 anos
316,2002,0,191413,77 anos
3151,2028,0,8324589,35 a 39 anos
8426,2014,1,146525,82 anos
10041,2029,1,1670811,41 anos
3341,2030,0,1477503,8 anos
12921,2055,1,1461940,36 anos
9664,2026,1,7509351,5 a 9 anos
12271,2049,1,8056849,50 a 54 anos
5186,2046,0,1350311,65 anos
149,2001,0,1331256,30 anos
1286,2011,0,971669,53 anos
12301,2049,1,3942722,75 a 79 anos
1249,2011,0,1744360,22 anos
8151,2012,1,1348913,39 anos
9648,2025,1,196436,83 anos
8485,2015,1,6727359,40 a 44 anos
9545,2024,1,318955,90 anos ou mais
11424,2041,1,407631,83 anos
2280,2020,0,1265608,49 anos
3611,2032,0,1625279,48 anos
2819,2025,0,1683591,35 anos
5875,2052,0,502131,84 anos
6653,2059,0,2031094,85 a 89 anos
10763,2035,1,184326,87 anos
6235,2056,0,6274127,15 a 19 anos
683,2006,0,1720660,13 anos
11220,2040,1,1312900,6 anos
1794,2016,0,1624842,14 anos
2671,2024,0,7556858,5 a 9 anos
3546,2031,0,204044,85 anos
13039,2056,1,1435947,42 anos
5827,2052,0,7335566,45 a 49 anos
12206,2048,1,318643,87 anos
8682,2017,1,1775528,19 anos
9681,2026,1,1509981,19 anos
8741,2017,1,563070,68 anos
5910,2053,0,1327018,21 anos
2307,2020,0,516343,71 anos
5147,2046,0,1439839,33 anos
6555,2059,0,1131602,4 anos
10464,2033,1,1475082,24 anos
4218,2038,0,112557327,Total
1530,2013,0,381866,71 anos
10741,2035,1,4057304,70 a 74 anos
675,2006,0,1728533,6 anos
9824,2027,1,1616309,45 anos
12975,2055,1,734834,80 anos
12715,2053,1,7662799,50 a 54 anos
12987,2056,1,112208379,Total
9252,2022,1,1689029,31 anos
7660,2008,1,7789588,0 a 4 anos
6199,2055,0,920046,77 anos
9735,2026,1,948349,64 anos
4819,2043,0,1498267,37 anos
2022,2018,0,1750836,19 anos
9884,2028,1,1437720,3 anos
12647,2052,1,1806456,85 a 89 anos
481,2004,0,6746936,30 a 34 anos
8153,2012,1,1327695,40 anos
6547,2058,0,316993,89 anos
8221,2013,1,7764679,5 a 9 anos
5517,2049,0,1429990,64 anos
969,2008,0,440147,66 anos
2355,2021,0,1613637,19 anos
7493,2006,1,1114222,45 anos
8879,2018,1,240102,90 anos ou mais
6345,2057,0,1223138,14 anos
3082,2027,0,3145702,70 a 74 anos
11948,2046,1,1531167,58 anos
12765,2054,1,112678873,Total
2218,2019,0,64570,89 anos
1192,2010,0,445469,67 anos
8202,2012,1,174186,80 anos
5913,2053,0,1361175,24 anos
4433,2039,0,1131002,85 a 89 anos
1684,2015,0,8795446,15 a 19 anos
10307,2031,1,453967,78 anos
873,2007,0,173055,79 anos
1447,2013,0,1485214,2 anos
12054,2047,1,1546977,54 anos
1875,2016,0,203920,80 anos
9574,2025,1,1578326,22 anos
1109,2009,0,-,90 anos ou mais
7183,2003,1,1854653,65 a 69 anos
10882,2037,1,1302688,2 anos
8902,2019,1,1618354,17 anos
6618,2059,0,1427237,56 anos
1342,2012,0,1581510,7 anos
3503,2031,0,1552659,50 anos
11337,2041,1,1363737,11 anos
7949,2010,1,866129,55 anos
13229,2058,1,1222514,15 anos
9225,2022,1,1482812,9 anos
7699,2008,1,1485015,32 anos
387,2003,0,1061694,44 anos
13092,2056,1,479732,85 anos
9401,2023,1,909412,63 anos
527,2004,0,359368,68 anos
12276,2049,1,1574721,54 anos
3456,2031,0,1498781,11 anos
6323,2056,0,385497,87 anos
9207,2021,1,133804,85 anos
9021,2020,1,1738179,24 anos
594,2005,0,1396658,31 anos
658,2005,0,-,84 anos
2956,2026,0,1172973,57 anos
10605,2034,1,1621796,49 anos
738,2006,0,615922,59 anos
5173,2046,0,7688149,55 a 59 anos
11534,2042,1,467081,82 anos
66,2000,0,620844,54 anos
1806,2016,0,1700532,24 anos
13469,2060,1,1337437,30 anos
1096,2009,0,1089401,80 anos ou mais
8936,2019,1,1347547,45 anos
10153,2030,1,1665727,42 anos
12273,2049,1,1635768,51 anos
2737,2024,0,4871821,60 a 64 anos
6445,2058,0,5827860,5 a 9 anos
10233,2031,1,1528653,16 anos
8628,2016,1,610748,66 anos
3121,2028,0,7540921,10 a 14 anos
652,2005,0,879282,80 anos ou mais
5515,2049,0,1469693,62 anos
11182,2039,1,1047179,67 anos
5556,2050,0,1203141,4 anos
4552,2041,0,6304598,0 a 4 anos
11492,2042,1,1604310,48 anos
2705,2024,0,1681517,33 anos
7149,2003,1,1287176,36 anos
7040,2002,1,1225669,38 anos
1994,2017,0,82271,87 anos
5741,2051,0,1412795,65 anos
8660,2017,1,1497227,0 ano
4225,2038,0,6757331,5 a 9 anos
11809,2045,1,7274845,35 a 39 anos
2733,2024,0,1173640,56 anos
12692,2053,1,1432668,30 anos
2793,2025,0,1479492,14 anos
3139,2028,0,8204388,25 a 29 anos
8376,2014,1,1338048,41 anos
4907,2044,0,1414558,18 anos
6013,2054,0,6374235,15 a 19 anos
3926,2035,0,1570200,33 anos
7282,2004,1,3148671,55 a 59 anos
7993,2011,1,7513761,0 a 4 anos
9573,2025,1,1566666,21 anos
2651,2023,0,1042996,80 a 84 anos
5077,2045,0,1225211,67 anos
1293,2011,0,743734,59 anos
5169,2046,0,1599952,51 anos
3734,2033,0,1272262,58 anos
11821,2045,1,8215443,45 a 49 anos
6715,2060,0,7050917,45 a 49 anos
5051,2045,0,1616417,45 anos
3864,2034,0,701748,74 anos
10039,2029,1,8327522,40 a 44 anos
2292,2020,0,989968,59 anos
5670,2051,0,1210032,6 anos
6901,2001,1,9162434,15 a 19 anos
3976,2035,0,2901547,75 a 79 anos
12236,2049,1,1368784,20 anos
495,2004,0,1193029,41 anos
4277,2038,0,1618290,48 anos
1312,2011,0,1144121,75 a 79 anos
7124,2003,1,1798319,15 anos
7325,2004,1,-,90 anos ou mais
4595,2041,0,1504149,35 anos
3334,2030,0,1394560,2 anos
2786,2025,0,1491071,8 anos
13504,2060,1,7420473,60 a 64 anos
2206,2019,0,1624053,80 anos ou mais
11165,2039,1,1588292,53 anos
2861,2025,0,667947,70 anos
7443,2006,1,1632881,4 anos
9788,2027,1,1483523,15 anos
10282,2031,1,1244769,57 anos
10640,2034,1,512142,78 anos
13316,2058,1,394312,87 anos
13197,2057,1,780981,80 anos
5408,2048,0,1394561,65 anos
2076,2018,0,735696,64 anos
6761,2060,0,706368,82 anos
5356,2048,0,1407389,22 anos
5751,2051,0,1008411,74 anos
3052,2027,0,7731316,45 a 49 anos
7406,2005,1,430414,65 anos
13463,2060,1,1284231,25 anos
5634,2050,0,1259106,69 anos
13156,2057,1,1387469,47 anos
8595,2016,1,1498303,39 anos
1843,2016,0,4789417,55 a 59 anos
8020,2011,1,1744360,22 anos
6113,2055,0,1173974,5 anos
8224,2013,1,1562307,7 anos
9742,2026,1,3028989,70 a 74 anos
911,2008,0,1753201,18 anos
1355,2012,0,1728172,18 anos
12086,2047,1,2704769,80 a 84 anos
9086,2020,1,277588,78 anos
4275,2038,0,1610352,46 anos
9630,2025,1,711393,69 anos
12977,2055,1,607739,82 anos
9643,2025,1,2056412,80 anos ou mais
12942,2055,1,1526999,54 anos
11054,2038,1,1585620,53 anos
11810,2045,1,1427446,35 anos
1396,2012,0,1035297,52 anos
2493,2022,0,1611866,41 anos
1619,2014,0,1053473,53 anos
7598,2007,1,1281926,40 anos
2960,2026,0,1088435,60 anos
11902,2046,1,7175120,20 a 24 anos
8293,2013,1,2549140,65 a 69 anos
5807,2052,0,1423364,28 anos
11094,2038,1,284656,85 anos
1467,2013,0,1725144,19 anos
1044,2009,0,1358667,36 anos
9347,2023,1,1569639,18 anos
4596,2041,0,1518759,36 anos
7704,2008,1,1338253,36 anos
9036,2020,1,1692721,36 anos
4009,2036,0,7242697,10 a 14 anos
819,2007,0,1359508,34 anos
2833,2025,0,1487376,47 anos
11709,2044,1,1621449,44 anos
8281,2013,1,4368987,55 a 59 anos
9474,2024,1,1670344,31 anos
848,2007,0,676714,58 anos
4921,2044,0,7223197,30 a 34 anos
3318,2029,0,346500,80 anos
12999,2056,1,1195134,9 anos
3974,2035,0,767873,73 anos
247,2002,0,8515836,20 a 24 anos
2196,2019,0,496395,71 anos
7711,2008,1,1248870,42 anos
6096,2054,0,554605,83 anos
418,2003,0,1326645,70 a 74 anos
5555,2050,0,1196364,3 anos
7769,2008,1,-,90 anos ou mais
1255,2011,0,1732703,27 anos
8283,2013,1,912922,56 anos
11226,2040,1,1377278,11 anos
1276,2011,0,5880219,45 a 49 anos
10182,2030,1,957207,66 anos
10270,2031,1,1632211,47 anos
5973,2053,0,1060726,74 anos
634,2005,0,1972443,65 a 69 anos
7797,2009,1,1771798,21 anos
3921,2035,0,1520173,29 anos
6375,2057,0,1462355,39 anos
5167,2046,0,7903569,50 a 54 anos
2345,2021,0,1481330,10 anos
2832,2025,0,1526316,46 anos
12477,2051,1,1483432,36 anos
10839,2036,1,1334429,59 anos
2422,2021,0,1610235,75 a 79 anos
619,2005,0,825160,52 anos
11795,2045,1,1459834,23 anos
3006,2027,0,1490131,6 anos
4717,2042,0,8144623,45 a 49 anos
2376,2021,0,1695071,36 anos
2404,2021,0,4485379,60 a 64 anos
10079,2029,1,630686,73 anos
9607,2025,1,6383077,50 a 54 anos
2453,2022,0,1503222,8 anos
3426,2030,0,398819,79 anos
9192,2021,1,427785,74 anos
580,2005,0,8869401,20 a 24 anos
6459,2058,0,1229028,16 anos
178,2001,0,2754599,55 a 59 anos
8478,2015,1,1645505,34 anos
2212,2019,0,140377,84 anos
7888,2010,1,8094637,5 a 9 anos
12118,2048,1,6731019,15 a 19 anos
2965,2026,0,4106032,65 a 69 anos
2780,2025,0,1479390,3 anos
2834,2025,0,1444332,48 anos
3802,2034,0,1468934,22 anos
11106,2039,1,1301887,4 anos
8218,2013,1,1485214,2 anos
459,2004,0,1721111,11 anos
12391,2050,1,1512785,57 anos
10323,2032,1,110618592,Total
9241,2022,1,1699271,22 anos
930,2008,0,1395346,34 anos
12232,2049,1,1332742,17 anos
6149,2055,0,1455760,35 anos
2305,2020,0,2398778,70 a 74 anos
12950,2055,1,1502328,60 anos
11535,2042,1,422545,83 anos
11733,2044,1,1344712,64 anos
7696,2008,1,7419742,30 a 34 anos
126,2001,0,1751465,11 anos
12853,2054,1,1188505,72 anos
13207,2057,1,312521,89 anos
3378,2030,0,1658076,39 anos
11473,2042,1,1434533,32 anos
12963,2055,1,1248612,71 anos
8060,2011,1,894798,55 anos
1453,2013,0,1562307,7 anos
1228,2011,0,7962532,5 a 9 anos
7161,2003,1,986561,46 anos
6580,2059,0,6584723,25 a 29 anos
8105,2012,1,1494652,0 ano
320,2002,0,-,80 a 84 anos
4851,2043,0,1318505,64 anos
12048,2047,1,1651768,49 anos
2465,2022,0,1574889,18 anos
6816,2000,1,1227522,36 anos
10721,2035,1,1551296,53 anos
11231,2040,1,1433123,15 anos
5198,2046,0,843477,75 anos
1964,2017,0,747387,63 anos
767,2006,0,-,82 anos
5926,2053,0,7290325,35 a 39 anos
13382,2059,1,1391425,50 anos
11252,2040,1,1472359,33 anos
6118,2055,0,6119162,10 a 14 anos
6487,2058,0,7219317,40 a 44 anos
11005,2038,1,1420266,12 anos
8145,2012,1,1558890,34 anos
6081,2054,0,1238716,71 anos
111,2001,0,86672831,Total
7198,2003,1,192113,77 anos
4526,2040,0,969502,70 anos
9186,2021,1,613387,69 anos
7404,2005,1,447489,64 anos
6589,2059,0,1374404,32 anos
8759,2017,1,165043,82 anos
329,2002,0,-,87 anos
5997,2054,0,1150996,1 ano
2164,2019,0,6472175,45 a 49 anos
12133,2048,1,1462849,27 anos
3655,2032,0,248723,84 anos
8704,2017,1,1603777,37 anos
7753,2008,1,203902,77 anos
5785,2052,0,6244133,10 a 14 anos
10390,2032,1,6425224,55 a 59 anos
13266,2058,1,1403576,46 anos
967,2008,0,2112963,65 a 69 anos
8962,2019,1,641369,67 anos
12729,2053,1,1460883,61 anos
2008,2018,0,1482447,7 anos
6433,2057,0,434872,86 anos
9185,2021,1,650675,68 anos
10252,2031,1,1704971,32 anos
9300,2022,1,555543,71 anos
2286,2020,0,1157512,54 anos
13003,2056,1,1216185,12 anos
9265,2022,1,1578752,42 anos
8318,2013,1,374268,85 a 89 anos
7173,2003,1,637464,56 anos
6441,2058,0,1113415,1 ano
530,2004,0,313994,70 anos
10490,2033,1,1649996,45 anos
622,2005,0,3284298,55 a 59 anos
6643,2059,0,1001391,77 anos
8481,2015,1,1580689,36 anos
4230,2038,0,1377876,9 anos
6717,2060,0,1420939,46 anos
3694,2033,0,7581750,25 a 29 anos
3452,2031,0,1464134,8 anos
1524,2013,0,545309,66 anos
3219,2029,0,109238514,Total
8678,2017,1,1623280,15 anos
156,2001,0,1246575,36 anos
8882,2019,1,1515249,0 ano
4158,2037,0,1675063,41 anos
7243,2004,1,1763016,22 anos
591,2005,0,1488504,29 anos
11302,2040,1,3381052,75 a 79 anos
7427,2005,1,-,82 anos
1365,2012,0,1738737,26 anos
10557,2034,1,1435701,9 anos
531,2004,0,289731,71 anos
13154,2057,1,1408277,45 anos
11407,2041,1,4534111,70 a 74 anos
1578,2014,0,1742172,19 anos
10986,2037,1,174304,88 anos
7458,2006,1,1751662,16 anos
3614,2032,0,1579728,50 anos
13414,2059,1,1001391,77 anos
8408,2014,1,494757,68 anos
2472,2022,0,1757102,24 anos
7720,2008,1,4589980,50 a 54 anos
10447,2033,1,7433002,10 a 14 anos
7916,2010,1,1700323,28 anos
13048,2056,1,7270417,50 a 54 anos
9896,2028,1,1531991,13 anos
3534,2031,0,540280,76 anos
3126,2028,0,1500702,14 anos
533,2004,0,251009,73 anos
1550,2013,0,72812,87 anos
2511,2022,0,1135343,56 anos
1482,2013,0,1685942,31 anos
53,2000,0,1004573,43 anos
7159,2003,1,4743093,45 a 49 anos
13370,2059,1,1451912,40 anos
5554,2050,0,1189800,2 anos
5076,2045,0,1275949,66 anos
5369,2048,0,1490637,33 anos
8474,2015,1,1720232,30 anos
11892,2046,1,1300169,11 anos
12472,2051,1,1470888,32 anos
1690,2015,0,8578611,20 a 24 anos
13233,2058,1,1252324,19 anos
3018,2027,0,1476417,16 anos
8307,2013,1,273137,76 anos
5253,2047,0,1485343,29 anos
6070,2054,0,1444097,62 anos
6998,2002,1,1776084,3 anos
7532,2006,1,183246,78 anos
1377,2012,0,1474118,36 anos
5092,2045,0,4945587,80 anos ou mais
1199,2010,0,316605,73 anos
6129,2055,0,1282980,19 anos
3877,2034,0,271801,84 anos
1395,2012,0,1071754,51 anos
9097,2020,1,107919,86 anos
4577,2041,0,1478197,20 anos
7244,2004,1,1715612,23 anos
1568,2014,0,1585510,10 anos
10872,2036,1,260526,85 anos
8781,2018,1,1499787,9 anos
9237,2022,1,1587842,19 anos
6765,2060,0,524617,85 anos
10329,2032,1,1393597,4 anos
94,2000,0,184172,77 anos
12608,2052,1,1597827,53 anos
2498,2022,0,1465458,45 anos
10500,2033,1,1460184,54 anos
10355,2032,1,1493178,25 anos
11349,2041,1,1485977,21 anos
1736,2015,0,891364,58 anos
45,2000,0,1227522,36 anos
6475,2058,0,6940318,30 a 34 anos
12154,2048,1,7832277,45 a 49 anos
11377,2041,1,8086849,45 a 49 anos
10655,2034,1,515998,90 anos ou mais
4674,2042,0,1324387,9 anos
6280,2056,0,1449320,52 anos
4416,2039,0,923716,71 anos
1662,2014,0,64020,88 anos
12149,2048,1,1442596,40 anos
10352,2032,1,1477733,23 anos
12945,2055,1,1567462,56 anos
8389,2014,1,1090145,52 anos
12303,2049,1,828485,76 anos
12201,2048,1,502899,83 anos
11035,2038,1,1619437,37 anos
12800,2054,1,1395760,28 anos
9650,2025,1,595279,85 a 89 anos
12449,2051,1,1267201,13 anos
10999,2038,1,1351413,7 anos
10922,2037,1,1564347,35 anos
1725,2015,0,1201890,49 anos
6598,2059,0,7228927,40 a 44 anos
12246,2049,1,1468495,29 anos
6756,2060,0,903771,79 anos
13450,2060,1,6103630,15 a 19 anos
8818,2018,1,7213769,40 a 44 anos
7793,2009,1,1736426,18 anos
10403,2032,1,1033765,65 anos
3885,2035,0,111724392,Total
7275,2004,1,904647,49 anos
2466,2022,0,1587842,19 anos
10858,2036,1,3002440,75 a 79 anos
4419,2039,0,799526,74 anos
7581,2007,1,1680369,26 anos
10205,2030,1,718616,85 a 89 anos
4477,2040,0,7340229,30 a 34 anos
1877,2016,0,158168,82 anos
2646,2023,0,389580,76 anos
3494,2031,0,1660742,43 anos
3785,2034,0,1421537,8 anos
4649,2041,0,2277383,80 a 84 anos
9422,2023,1,1042996,80 a 84 anos
1934,2017,0,1571158,38 anos
2831,2025,0,1561646,45 anos
10850,2036,1,992053,68 anos
7747,2008,1,313147,72 anos
4084,2036,0,830669,72 anos
10228,2031,1,1507795,12 anos
8385,2014,1,1182373,49 anos
3642,2032,0,657927,74 anos
1735,2015,0,930496,57 anos
7634,2007,1,355979,70 anos
7199,2003,1,179840,78 anos
9360,2023,1,1687293,29 anos
4125,2037,0,1462048,14 anos
3182,2028,0,1126393,60 anos
5418,2048,0,919702,74 anos
3039,2027,0,1659669,34 anos
4483,2040,0,7746136,35 a 39 anos
4542,2040,0,392294,83 anos
8358,2014,1,1733323,26 anos
9724,2026,1,5851268,55 a 59 anos
2870,2025,0,352335,78 anos
7297,2004,1,385912,67 anos
10029,2029,1,1731912,31 anos
9268,2022,1,6876531,45 a 49 anos
13064,2056,1,1425062,63 anos
11176,2039,1,1287420,62 anos
9240,2022,1,1671457,21 anos
392,2003,0,910188,48 anos
4348,2039,0,7350163,15 a 19 anos
3419,2030,0,654633,73 anos
12031,2047,1,7175501,35 a 39 anos
1425,2012,0,259925,76 anos
